Driver ,DriverNumber ,LapNumber ,Stint ,Compound  ,TyreLife ,FreshTyre ,Team              ,LapStartTime    ,LapStartDate            ,TrackStatus ,Position ,LapTimeSeconds ,AirTemp ,Humidity ,Pressure ,Rainfall ,TrackTemp ,WindDirection ,WindSpeed ,EventName          ,Year
BOT    ,          77 ,     51.0 ,  2.0 ,SOFT      ,    16.0 ,True      ,Alfa Romeo        ,02:18:20.482000 ,2022-09-11 14:19:20.723 ,          4 ,    13.0 ,       143.805 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
TSU    ,          22 ,     51.0 ,  3.0 ,SOFT      ,     4.0 ,True      ,AlphaTauri        ,02:18:21.237000 ,2022-09-11 14:19:21.478 ,          4 ,    14.0 ,       143.787 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
LEC    ,          16 ,     52.0 ,  4.0 ,SOFT      ,     7.0 ,False     ,Ferrari           ,02:18:22.413000 ,2022-09-11 14:19:22.654 ,          4 ,     2.0 ,       143.218 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
LAT    ,           6 ,     51.0 ,  3.0 ,SOFT      ,     4.0 ,True      ,Williams          ,02:18:23.346000 ,2022-09-11 14:19:23.587 ,          4 ,    15.0 ,       144.227 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
RUS    ,          63 ,     52.0 ,  3.0 ,SOFT      ,     8.0 ,False     ,Mercedes          ,02:19:23.800000 ,2022-09-11 14:20:24.041 ,          4 ,     3.0 ,        88.695 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
MAG    ,          20 ,     51.0 ,  3.0 ,SOFT      ,     5.0 ,True      ,Haas F1 Team      ,02:19:24.305000 ,2022-09-11 14:20:24.546 ,          4 ,    16.0 ,        88.536 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
SAI    ,          55 ,     52.0 ,  3.0 ,SOFT      ,     5.0 ,True      ,Ferrari           ,02:19:24.844000 ,2022-09-11 14:20:25.085 ,          4 ,     4.0 ,        89.168 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
HAM    ,          44 ,     52.0 ,  2.0 ,SOFT      ,    19.0 ,True      ,Mercedes          ,02:19:25.330000 ,2022-09-11 14:20:25.571 ,          4 ,     5.0 ,        89.345 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
PER    ,          11 ,     52.0 ,  3.0 ,SOFT      ,    10.0 ,True      ,Red Bull Racing   ,02:19:27.300000 ,2022-09-11 14:20:27.541 ,          4 ,     6.0 ,        87.911 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
NOR    ,           4 ,     52.0 ,  3.0 ,SOFT      ,     8.0 ,False     ,McLaren           ,02:19:27.655000 ,2022-09-11 14:20:27.896 ,          4 ,     7.0 ,        88.203 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
GAS    ,          10 ,     52.0 ,  2.0 ,HARD      ,    35.0 ,False     ,AlphaTauri        ,02:19:29.321000 ,2022-09-11 14:20:29.562 ,          4 ,     8.0 ,        89.512 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
DEV    ,          45 ,     52.0 ,  2.0 ,MEDIUM    ,    33.0 ,True      ,Williams          ,02:19:30.486000 ,2022-09-11 14:20:30.727 ,          4 ,     9.0 ,        89.693 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
ZHO    ,          24 ,     52.0 ,  2.0 ,HARD      ,    34.0 ,True      ,Alfa Romeo        ,02:19:32.103000 ,2022-09-11 14:20:32.344 ,          4 ,    10.0 ,        90.037 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
OCO    ,          31 ,     52.0 ,  2.0 ,HARD      ,    33.0 ,True      ,Alpine            ,02:19:32.974000 ,2022-09-11 14:20:33.215 ,          4 ,    11.0 ,        90.957 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
MSC    ,          47 ,     52.0 ,  2.0 ,SOFT      ,    19.0 ,True      ,Haas F1 Team      ,02:19:35.340000 ,2022-09-11 14:20:35.581 ,          4 ,    12.0 ,        91.571 ,   28.4 ,    30.0 ,   992.5 ,False    ,     42.4 ,          217 ,      1.8 ,Italian Grand Prix ,2022
VER    ,           1 ,     53.0 ,  3.0 ,SOFT      ,     5.0 ,True      ,Red Bull Racing   ,02:20:43.560000 ,2022-09-11 14:21:43.801 ,          4 ,     1.0 ,       132.367 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
BOT    ,          77 ,     52.0 ,  2.0 ,SOFT      ,    17.0 ,True      ,Alfa Romeo        ,02:20:44.287000 ,2022-09-11 14:21:44.528 ,          4 ,    13.0 ,       132.057 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
TSU    ,          22 ,     52.0 ,  3.0 ,SOFT      ,     5.0 ,True      ,AlphaTauri        ,02:20:45.024000 ,2022-09-11 14:21:45.265 ,          4 ,    14.0 ,       132.263 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
LEC    ,          16 ,     53.0 ,  4.0 ,SOFT      ,     8.0 ,False     ,Ferrari           ,02:20:45.631000 ,2022-09-11 14:21:45.872 ,          4 ,     2.0 ,       132.742 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
LAT    ,           6 ,     52.0 ,  3.0 ,SOFT      ,     5.0 ,True      ,Williams          ,02:20:47.573000 ,2022-09-11 14:21:47.814 ,          4 ,    15.0 ,       131.146 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
RUS    ,          63 ,     53.0 ,  3.0 ,SOFT      ,     9.0 ,False     ,Mercedes          ,02:20:52.495000 ,2022-09-11 14:21:52.736 ,          4 ,     3.0 ,       126.853 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
MAG    ,          20 ,     52.0 ,  3.0 ,SOFT      ,     6.0 ,True      ,Haas F1 Team      ,02:20:52.841000 ,2022-09-11 14:21:53.082 ,          4 ,    16.0 ,       127.732 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
SAI    ,          55 ,     53.0 ,  3.0 ,SOFT      ,     6.0 ,True      ,Ferrari           ,02:20:54.012000 ,2022-09-11 14:21:54.253 ,          4 ,     4.0 ,       126.976 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
HAM    ,          44 ,     53.0 ,  2.0 ,SOFT      ,    20.0 ,True      ,Mercedes          ,02:20:54.675000 ,2022-09-11 14:21:54.916 ,          4 ,     5.0 ,       126.632 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
PER    ,          11 ,     53.0 ,  3.0 ,SOFT      ,    11.0 ,True      ,Red Bull Racing   ,02:20:55.211000 ,2022-09-11 14:21:55.452 ,          4 ,     6.0 ,       126.807 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
NOR    ,           4 ,     53.0 ,  3.0 ,SOFT      ,     9.0 ,False     ,McLaren           ,02:20:55.858000 ,2022-09-11 14:21:56.099 ,          4 ,     7.0 ,       126.276 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
GAS    ,          10 ,     53.0 ,  2.0 ,HARD      ,    36.0 ,False     ,AlphaTauri        ,02:20:58.833000 ,2022-09-11 14:21:59.074 ,          4 ,     8.0 ,       123.49  ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
DEV    ,          45 ,     53.0 ,  2.0 ,MEDIUM    ,    34.0 ,True      ,Williams          ,02:21:00.179000 ,2022-09-11 14:22:00.420 ,          4 ,     9.0 ,       122.87  ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
ZHO    ,          24 ,     53.0 ,  2.0 ,HARD      ,    35.0 ,True      ,Alfa Romeo        ,02:21:02.140000 ,2022-09-11 14:22:02.381 ,          4 ,    10.0 ,       121.697 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
OCO    ,          31 ,     53.0 ,  2.0 ,HARD      ,    34.0 ,True      ,Alpine            ,02:21:03.931000 ,2022-09-11 14:22:04.172 ,          4 ,    11.0 ,       120.319 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
MSC    ,          47 ,     53.0 ,  2.0 ,SOFT      ,    20.0 ,True      ,Haas F1 Team      ,02:21:06.911000 ,2022-09-11 14:22:07.152 ,          4 ,    12.0 ,       117.565 ,   28.5 ,    30.0 ,   992.5 ,False    ,     42.7 ,           99 ,      1.3 ,Italian Grand Prix ,2022
TSU    ,          22 ,      1.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,AlphaTauri        ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,         ,       151.513 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
SAI    ,          55 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Ferrari           ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     2.0 ,        87.117 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
VER    ,           1 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Red Bull Racing   ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     3.0 ,        87.905 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
LEC    ,          16 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Ferrari           ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     4.0 ,        88.755 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
RUS    ,          63 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Mercedes          ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     5.0 ,        89.339 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
PER    ,          11 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Red Bull Racing   ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     6.0 ,        89.806 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
PIA    ,          81 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,McLaren           ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     7.0 ,        90.315 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
ALB    ,          23 ,      1.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,Williams          ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     8.0 ,        90.785 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
NOR    ,           4 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,McLaren           ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,     9.0 ,        91.513 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
HAM    ,          44 ,      1.0 ,  1.0 ,HARD      ,     4.0 ,False     ,Mercedes          ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    10.0 ,        92.011 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
HUL    ,          27 ,      1.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,Haas F1 Team      ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    11.0 ,        92.72  ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
ALO    ,          14 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Aston Martin      ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    12.0 ,        93.34  ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
LAW    ,          40 ,      1.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,AlphaTauri        ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    13.0 ,        93.893 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
SAR    ,           2 ,      1.0 ,  1.0 ,MEDIUM    ,     4.0 ,False     ,Williams          ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    14.0 ,        94.407 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
BOT    ,          77 ,      1.0 ,  1.0 ,HARD      ,     4.0 ,False     ,Alfa Romeo        ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    15.0 ,        94.811 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
ZHO    ,          24 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Alfa Romeo        ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    16.0 ,        95.194 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
OCO    ,          31 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Alpine            ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    17.0 ,        95.655 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
GAS    ,          10 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Alpine            ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    18.0 ,        95.974 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
MAG    ,          20 ,      1.0 ,  1.0 ,HARD      ,     5.0 ,False     ,Haas F1 Team      ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    19.0 ,        96.466 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
STR    ,          18 ,      1.0 ,  1.0 ,MEDIUM    ,     1.0 ,True      ,Aston Martin      ,01:22:21.726000 ,2023-09-03 13:23:22.771 ,          1 ,    20.0 ,        96.787 ,   29.2 ,    41.0 ,  1000.4 ,False    ,     42.5 ,            4 ,      1.5 ,Italian Grand Prix ,2023
SAI    ,          55 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Ferrari           ,01:23:49.013000 ,2023-09-03 13:24:50.058 ,          1 ,     1.0 ,        86.006 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
VER    ,           1 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Red Bull Racing   ,01:23:49.801000 ,2023-09-03 13:24:50.846 ,          1 ,     2.0 ,        86.163 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
LEC    ,          16 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Ferrari           ,01:23:50.651000 ,2023-09-03 13:24:51.696 ,          1 ,     3.0 ,        86.312 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
RUS    ,          63 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Mercedes          ,01:23:51.235000 ,2023-09-03 13:24:52.280 ,          1 ,     4.0 ,        86.686 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
PER    ,          11 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Red Bull Racing   ,01:23:51.702000 ,2023-09-03 13:24:52.747 ,          1 ,     5.0 ,        86.881 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
ALB    ,          23 ,      2.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,Williams          ,01:23:52.681000 ,2023-09-03 13:24:53.726 ,          1 ,     6.0 ,        87.067 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
PIA    ,          81 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,McLaren           ,01:23:52.211000 ,2023-09-03 13:24:53.256 ,          1 ,     7.0 ,        88.053 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
NOR    ,           4 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,McLaren           ,01:23:53.409000 ,2023-09-03 13:24:54.454 ,          1 ,     8.0 ,        87.575 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
HAM    ,          44 ,      2.0 ,  1.0 ,HARD      ,     5.0 ,False     ,Mercedes          ,01:23:53.907000 ,2023-09-03 13:24:54.952 ,          1 ,     9.0 ,        87.837 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
HUL    ,          27 ,      2.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,Haas F1 Team      ,01:23:54.616000 ,2023-09-03 13:24:55.661 ,          1 ,    10.0 ,        87.92  ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
ALO    ,          14 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Aston Martin      ,01:23:55.236000 ,2023-09-03 13:24:56.281 ,          1 ,    11.0 ,        88.012 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
LAW    ,          40 ,      2.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,AlphaTauri        ,01:23:55.789000 ,2023-09-03 13:24:56.834 ,          1 ,    12.0 ,        88.018 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
SAR    ,           2 ,      2.0 ,  1.0 ,MEDIUM    ,     5.0 ,False     ,Williams          ,01:23:56.303000 ,2023-09-03 13:24:57.348 ,          1 ,    13.0 ,        88.08  ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
BOT    ,          77 ,      2.0 ,  1.0 ,HARD      ,     5.0 ,False     ,Alfa Romeo        ,01:23:56.707000 ,2023-09-03 13:24:57.752 ,          1 ,    14.0 ,        88.032 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
ZHO    ,          24 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Alfa Romeo        ,01:23:57.090000 ,2023-09-03 13:24:58.135 ,          1 ,    15.0 ,        88.167 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
OCO    ,          31 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Alpine            ,01:23:57.551000 ,2023-09-03 13:24:58.596 ,          1 ,    16.0 ,        88.667 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
GAS    ,          10 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Alpine            ,01:23:57.870000 ,2023-09-03 13:24:58.915 ,          1 ,    17.0 ,        88.696 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
MAG    ,          20 ,      2.0 ,  1.0 ,HARD      ,     6.0 ,False     ,Haas F1 Team      ,01:23:58.362000 ,2023-09-03 13:24:59.407 ,          1 ,    18.0 ,        88.923 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
STR    ,          18 ,      2.0 ,  1.0 ,MEDIUM    ,     2.0 ,True      ,Aston Martin      ,01:23:58.683000 ,2023-09-03 13:24:59.728 ,          1 ,    19.0 ,        88.953 ,   29.2 ,    40.0 ,  1000.5 ,False    ,     43.1 ,          189 ,      1.0 ,Italian Grand Prix ,2023
SAI    ,          55 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Ferrari           ,01:25:15.019000 ,2023-09-03 13:26:16.064 ,          1 ,     1.0 ,        85.976 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
VER    ,           1 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Red Bull Racing   ,01:25:15.964000 ,2023-09-03 13:26:17.009 ,          1 ,     2.0 ,        85.702 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
LEC    ,          16 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Ferrari           ,01:25:16.963000 ,2023-09-03 13:26:18.008 ,          1 ,     3.0 ,        85.719 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
RUS    ,          63 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Mercedes          ,01:25:17.921000 ,2023-09-03 13:26:18.966 ,          1 ,     4.0 ,        86.176 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
PER    ,          11 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Red Bull Racing   ,01:25:18.583000 ,2023-09-03 13:26:19.628 ,          1 ,     5.0 ,        86.143 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
ALB    ,          23 ,      3.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,Williams          ,01:25:19.748000 ,2023-09-03 13:26:20.793 ,          1 ,     6.0 ,        86.578 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
PIA    ,          81 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,McLaren           ,01:25:20.264000 ,2023-09-03 13:26:21.309 ,          1 ,     7.0 ,        86.982 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
NOR    ,           4 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,McLaren           ,01:25:20.984000 ,2023-09-03 13:26:22.029 ,          1 ,     8.0 ,        87.105 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
HAM    ,          44 ,      3.0 ,  1.0 ,HARD      ,     6.0 ,False     ,Mercedes          ,01:25:21.744000 ,2023-09-03 13:26:22.789 ,          1 ,     9.0 ,        87.289 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
HUL    ,          27 ,      3.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,Haas F1 Team      ,01:25:22.536000 ,2023-09-03 13:26:23.581 ,          1 ,    10.0 ,        87.36  ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
ALO    ,          14 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Aston Martin      ,01:25:23.248000 ,2023-09-03 13:26:24.293 ,          1 ,    11.0 ,        87.546 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
LAW    ,          40 ,      3.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,AlphaTauri        ,01:25:23.807000 ,2023-09-03 13:26:24.852 ,          1 ,    12.0 ,        87.657 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
SAR    ,           2 ,      3.0 ,  1.0 ,MEDIUM    ,     6.0 ,False     ,Williams          ,01:25:24.383000 ,2023-09-03 13:26:25.428 ,          1 ,    13.0 ,        87.647 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
BOT    ,          77 ,      3.0 ,  1.0 ,HARD      ,     6.0 ,False     ,Alfa Romeo        ,01:25:24.739000 ,2023-09-03 13:26:25.784 ,          1 ,    14.0 ,        87.95  ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
ZHO    ,          24 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alfa Romeo        ,01:25:25.257000 ,2023-09-03 13:26:26.302 ,          1 ,    15.0 ,        87.871 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
OCO    ,          31 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alpine            ,01:25:26.218000 ,2023-09-03 13:26:27.263 ,          1 ,    16.0 ,        87.822 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
GAS    ,          10 ,      3.0 ,  1.0 ,MEDIUM    ,     3.0 ,True      ,Alpine            ,01:25:26.566000 ,2023-09-03 13:26:27.611 ,          1 ,    17.0 ,        87.916 ,   29.4 ,    39.0 ,  1000.4 ,False    ,     43.2 ,           23 ,      1.3 ,Italian Grand Prix ,2023
